The big 80's	http://158.69.114.190:8024/stream	0
Brian FM	http://ais-sa1.streamon.fm/7409_128k.aac	0
RdMix Classic Rock	https://cast1.torontocast.com:4610/stream	0
1000 HITS 80s	http://c2.auracast.net:8048/stream	0
LM Radio	http://cast6.asurahosting.com/proxy/lmradioc/stream	0
Under Ground 80's	http://ice5.somafm.com/u80s-128-mp3	0
80s 80s In The Mix https://streams.80s80s.de/mix/aac-64/radiode/ 0
